ID	Area	Title	Description
6029	병원	청호미술공사	일반병원
6030	약국/한약방	마산삼성약국	약국
6031	병원	유은정좋은의원	피부과
6032	유사의료업	AMS코리아	응급구조대
6033	의료관련서비스업	맘사랑	산후조리원
6034	병원	장애재활치료센타	기타병원
6035	병원	키즈앤틴즈치과	치과의원
6036	유사의료업	충남129응급환자센터	응급구조대
6037	병원	씨앤씨재활병원.총무부외	일반병원
6038	유사의료업	웰빙케어	유사의료업기타
6039	병원	리치미클리닉	피부과
6040	유사의료업	모유수유클리닉	유사의료업기타
6041	유사의료업	이-다이온덴탈랩	치과기공소
6042	수의업	한스동물병원	동물병원
6043	병원	서울41치과교정과	치과병원
6044	병원	새봄정형외과	정형/성형외과
6045	병원	마인드필두뇌학습센터	일반병원
6046	병원	삼성의료원	일반병원
6047	약국/한약방	바다약국	약국
6048	병원	고운미소한의원	한의원
6049	병원	한솔통증의학과	기타병원
6050	유사의료업	오캐타니	유사의료업기타
6051	유사의료업	다지기	언어치료
6052	유사의료업	리본클리닉	유사의료업기타
6053	병원	피부과학르네	피부과
6054	병원	만제한의원	한의원
6055	병원	신세계통증의학과	신경외과
6056	병원	우리들소아과청소년과	소아과
6057	약국/한약방	제일건강탕제원	탕제원
6058	병원	라자로성모의원	일반병원
6059	유사의료업	동원기공소	치과기공소
6060	병원	우리치과	치과병원
6061	병원	연세사랑소아과	소아과
6062	수의업	제갈견동물병원	동물병원
6063	병원	서울영상의학과내과	기타병원
6064	유사의료업	ems-studio	유사의료업기타
6065	약국/한약방	은행약국	약국
6066	유사의료업	뷰잼저주파체험실	유사의료업기타
6067	병원	바른이만들기	치과병원
6068	유사의료업	더나은간병	유사의료업기타
6069	병원	둔산디자인치과	치과의원
6070	병원	OK정형외과	정형/성형외과
6071	병원	임진영소아청소년과	소아과
6072	병원	연세세미래요양병원	노인/치매병원
6073	약국/한약방	온누리약국	약국
6074	의료관련서비스업	산후조리원	산후조리원
6075	병원	고은소아청소년과	소아과
6076	유사의료업	척추교정원	척추교정치료
6077	유사의료업	난청재활연구소	유사의료업기타
6078	유사의료업	세계활법관	척추교정치료
6079	병원	힐링스병원	일반병원
6080	병원	예일통증의학과의원	기타병원
6081	유사의료업	헤아림아동발달센터	유사의료업기타
6082	병원	예스연합의원	일반병원
6083	유사의료업	양지병원응급실	응급구조대
6084	병원	굿모닝한의원	한의원
6085	병원	척병원	한의원
6086	병원	권현치과	치과병원
6087	병원	이학철한의원	한의원
6088	병원	김정철한의원	한의원
6089	병원	소프트성형외과	정형/성형외과
6090	병원	서울성모의원	내과/외과
6091	약국/한약방	동네약국	약국
6092	병원	성모신사랑내과	내과/외과
6093	병원	연세센추럴지과	치과의원
6094	약국/한약방	서울메디컬약국	약국
6095	병원	권대식내과의원	내과/외과
6096	병원	서울이빈후과병원	이비인후과의원
6097	유사의료업	윤준혁슬링운동센터	유사의료업기타
6098	병원	숨수면의원	일반병원
6099	병원	늘봄한의원	한의원
6100	약국/한약방	산림당한약국	한약방
6101	수의업	금호동물원	동물병원
6102	유사의료업	펄스온생명과학	유사의료업기타
6103	병원	소망한의원	한의원
6104	병원	함소아	한의원
6105	수의업	서부종합동물병원	동물병원
6106	병원	백치과	치과의원
6107	병원	수한의원	한의원
6108	약국/한약방	조약사네	약국
6109	유사의료업	바른몸바른자세가꾸기	척추교정치료
6110	병원	삼성우리이비인후과.소아과	소아과
6111	유사의료업	단천옥좌훈	유사의료업기타
6112	유사의료업	비타민c두피	유사의료업기타
6113	수의업	사랑이있는동물병원	동물병원
6114	병원	봄소아청소년과	소아과
6115	병원	정다운요양병원장례식장	노인/치매병원
6116	약국/한약방	신한약국	약국
6117	유사의료업	힐링365	유사의료업기타
6118	병원	즐거운치과	치과의원
6119	병원	서울현치과	치과의원
6120	병원	청담치과	치과의원
6121	약국/한약방	샘물약국	약국
6122	병원	선명클리닉	기타병원
6123	병원	모아스마일치과	치과의원
6124	병원	동아의료재단기도하는한방병원	한방병원
6125	병원	강한신림피부과의원	피부과
6126	병원	하이테크교정치과	치과의원
6127	병원	다편한통증의학과의원	일반병원
6128	유사의료업	몸틀운동프롭테라피	유사의료업기타
6129	병원	김훈신경외과	신경외과
6130	병원	이츠미성형쇠과	정형/성형외과
6131	유사의료업	메타아카데미	언어치료
6132	병원	박지훈한의원	한의원
6133	유사의료업	이윤희언어치료실	언어치료
6134	유사의료업	예작	치과기공소
6135	수의업	이리온	동물병원
6136	병원	통합뇌센터	일반병원
6137	병원	생명마루한의원	한의원
6138	병원	단아치과	치과의원
6139	병원	연세가정의원	일반병원
6140	병원	서울삼성치과	치과의원
6141	유사의료업	하나언어클리닉	언어치료
6142	병원	필신경내과	내과/외과
6143	약국/한약방	보문당약국	약국
6144	병원	화이트치과	치과의원
6145	병원	서울고른이치과의원	치과의원
6146	병원	권한의원	한의원
6147	유사의료업	단아약손안마	척추교정치료
6148	약국/한약방	일산대학약국	약국
6149	병원	인다라한의원	한의원
6150	병원	원더클리닉	기타병원
6151	유사의료업	아이샘언어치료	언어치료
6152	수의업	뚜비애견	수의업-종합
6153	병원	서석란치과	치과의원
6154	유사의료업	예맥쑥뜸	유사의료업기타
6155	수의업	사과나무동물병원	동물병원
6156	약국/한약방	행복이가득한온누리약국	약국
6157	병원	연성한의원	한의원
6158	약국/한약방	건강드림약국	약국
6159	병원	상아한의원	한의원
6160	병원	인플란트치과	치과의원
6161	병원	김의원피부과	피부과
6162	병원	예일피부비뇨기과	비뇨기과
6163	병원	서울cs성형외과	정형/성형외과
6164	유사의료업	건강증진센터	유사의료업기타
6165	병원	라노보의원	일반병원
6166	병원	나눔요양병원	노인/치매병원
6167	약국/한약방	가나전자담배	약국
6168	병원	서울하이안치과	치과의원
6169	병원	이상영가정의학과	내과/외과
6170	병원	선크리닉	피부과
6171	약국/한약방	안젤라약국	약국
6172	의료관련서비스업	쉬즈메디산후조리원피부관리실	산후조리원
6173	병원	새로운치과	치과의원
6174	병원	토마토헤어	일반병원
6175	병원	참사람의료재단	일반병원
6176	병원	백세	일반병원
6177	유사의료업	에스제이생명과학	유사의료업기타
6178	약국/한약방	가평전자담배멀티샵	약국
6179	병원	신치과	치과의원
6180	약국/한약방	진주중탕	탕제원
6181	병원	도원한의원	한의원
6182	약국/한약방	드림약국	약국
6183	병원	서울하나치과	치과병원
6184	병원	아름다운피부과	피부과
6185	유사의료업	태강기공	치과기공소
6186	유사의료업	바른자세	척추교정치료
6187	병원	영통S통증의학과	일반병원
6188	약국/한약방	신보약업사	한약방
6189	병원	몸편한재활의학과	기타병원
6190	유사의료업	승록안마침술원	침구원
6191	수의업	화목동물종합병원	동물병원
6192	병원	청담치과	치과병원
6193	병원	유소아과	소아과
6194	유사의료업	도경	척추교정치료
6195	유사의료업	구로언어학습발달연구소	언어치료
6196	병원	현대영상의학과	기타병원
6197	병원	해담한의원	한의원
6198	병원	뉴욕수치과의원	치과의원
6199	약국/한약방	온누리약국	약국
6200	약국/한약방	우송야국	약국
6201	병원	큰사랑요양병원	노인/치매병원
6202	의료관련서비스업	미래산후조리원에스테틱	산후조리원
6203	병원	명문치과	치과의원
6204	유사의료업	세종언어발달	언어치료
6205	병원	삼성제통통증의학과	기타병원
6206	병원	앨리스피부성형외과	정형/성형외과
6207	유사의료업	쑥뜸	유사의료업기타
6208	병원	동성한의원	한의원
6209	병원	경희해암한의원	한의원
6210	병원	원광한의원	한의원
6211	수의업	반디	동물병원
6212	병원	연세이튼치과	치과의원
6213	약국/한약방	생생온누리약국	약국
6214	병원	운암미소치괸	치과의원
6215	병원	이정성형외과	정형/성형외과
6216	병원	세종한의원	한의원
6217	약국/한약방	중앙시장한약국	약국
6218	병원	연합내과	내과/외과
6219	약국/한약방	우리약국	약국
6220	병원	대전하나안과	안과의원
6221	병원	속시원한연합의원	일반병원
6222	병원	힐링치과	치과의원
6223	약국/한약방	황금효약국	약국
6224	병원	미래소아청소년과	소아과
6225	병원	카네이션병원	일반병원
6226	병원	원광한의원	한의원
6227	병원	아이누리한의원	한의원
6228	병원	바르고든	일반병원
6229	유사의료업	명인안마지압센터	척추교정치료
6230	병원	기운찬통증의학과	내과/외과
6231	병원	연세치과	치과병원
6232	병원	준한의원	한의원
6233	병원	화이트e치과기업부설연구소	치과병원
6234	유사의료업	두피탈모전문센터	유사의료업기타
6235	병원	청개구리소아청소년학과	소아과
6236	병원	유광사소아청소년과	소아과
6237	병원	미래여성병원	산부인과
6238	병원	에스탑성형피부	정형/성형외과
6239	수의업	와이즈동물병원	동물병원
6240	병원	아이앤맘치과	치과의원
6241	병원	아이비치과	치과의원
6242	병원	늘사랑요양병원	노인/치매병원
6243	약국/한약방	동인당	한약방
6244	병원	부부영상의학과	기타병원
6245	병원	오광진통증의학과의원	일반병원
6246	약국/한약방	대일약국	약국
6247	약국/한약방	우성약국	약국
6248	병원	정항재신경내과	기타병원
6249	병원	서울SK피부과의원	피부과
6250	의료관련서비스업	동그라미산후조리원	산후조리원
6251	병원	서울수치과의원	치과의원
6252	유사의료업	척추자세교정센터	유사의료업기타
6253	병원	함춘요양병원	노인/치매병원
6254	병원	이시이이빈후과	이비인후과의원
6255	유사의료업	척추교정운동센터	척추교정치료
6256	병원	송승용이비인후과	이비인후과의원
6257	병원	수원자생영상의학과	기타병원
6258	의료관련서비스업	win여성병원직영원산후조리원	산후조리원
6259	병원	다우리의원	일반병원
6260	병원	메디포남성의원	기타병원
6261	병원	중앙치과	신경외과
6262	병원	연세신경정신과	신경외과
6263	병원	윤비뇨기과의원	비뇨기과
6264	병원	서울소아과	소아과
6265	병원	참조은한의원	한의원
6266	병원	태디플러스치과	치과의원
6267	병원	풍경서울치과	치과병원
6268	병원	메이드유의원	정형/성형외과
6269	병원	미소첨단한의원	한의원
6270	유사의료업	드림척추교정센터	척추교정치료
6271	병원	아이샘어린이치과	치과병원
6272	병원	성원치과	치과의원
6273	병원	시스템치과	치과의원
6274	약국/한약방	누리허브	한약방
6275	약국/한약방	팔마온누리약국	약국
6276	유사의료업	약손척추명가	척추교정치료
6277	약국/한약방	동아약구	약국
6278	병원	e튼튼치과	치과의원
6279	병원	비수술전문척추교정원	기타병원
6280	유사의료업	고려수지침	침구원
6281	병원	헬로스마일	신경외과
6282	병원	분당통의원	일반병원
6283	약국/한약방	온누리현대약국	약국
6284	유사의료업	쑥찜전문	유사의료업기타
6285	병원	임재범교정치과	치과의원
6286	약국/한약방	우리약국	약국
6287	약국/한약방	다솜약국	약국
6288	약국/한약방	온누리약국	약국
6289	병원	이레	치과의원
6290	병원	명성의원	내과/외과
6291	병원	코아이빈후과	이비인후과의원
6292	약국/한약방	영광약국	약국
6293	병원	향남연세소아청소년과의원	기타병원
6294	수의업	리즈동물덩원	동물병원
6295	약국/한약방	한샘야국	약국
6296	유사의료업	정신건강증진센터	유사의료업기타
6297	수의업	메이동물병원	동물병원
6298	병원	순천향의생명연구원	종합병원
6299	병원	김덕하소아청소년과	소아과
6300	병원	서울S치과	치과의원
6301	약국/한약방	온누리약국	약국
6302	병원	세란성형메디칼그룹	정형/성형외과
6303	병원	트리플에이치과	치과의원
6304	병원	조은아이내과	내과/외과
6305	수의업	창원동물병원	동물병원
6306	수의업	건국동물병원	동물병원
6307	병원	가야치과	치과의원
6308	병원	애플치과	치과병원
6309	약국/한약방	고려인삼	탕제원
6310	병원	청담퀸소아과.내과	소아과
6311	병원	미소아이티건설	소아과
6312	병원	정형와과내과	내과/외과
6313	약국/한약방	기쁨가득한약국	약국
6314	병원	드림재활의학과	기타병원
6315	병원	삼성한의원	한의원
6316	병원	탑비뇨기과피부과	비뇨기과
6317	병원	비에프피부과	피부과
6318	유사의료업	김태희동양왕쑥뜸	유사의료업기타
6319	약국/한약방	힐링한약국	약국
6320	약국/한약방	동성약국	약국
6321	약국/한약방	이화약국	약국
6322	병원	약촌한의원	한의원
6323	약국/한약방	민하약국	약국
6324	병원	위스마일	치과의원
6325	병원	한마음병원	일반병원
6326	약국/한약방	솔올우리야구국	약국
6327	병원	웅플란트	치과의원
6328	병원	선치과	치과의원
6329	병원	원당오케이통증의학과	일반병원
6330	병원	프랑소아	소아과
6331	수의업	베스트동물병원	동물병원
6332	병원	목동세란치과의원	치과병원
6333	병원	윤이비인후과	이비인후과의원
6334	병원	바네사브루소아떼	소아과
6335	병원	이영은소아과	소아과
6336	병원	경희한의원	한의원
6337	약국/한약방	고양하나로약국	약국
6338	병원	필치과	치과의원
6339	약국/한약방	판도라드럭스토어	약국
6340	의료관련서비스업	맘앤유	산후조리원
6341	수의업	펫가든	동물병원
6342	병원	유진한의원	한의원
6343	병원	국제정보보안과학기술인협동조합	내과/외과
6344	병원	네이버치과	치과의원
6345	약국/한약방	안일약국	약국
6346	수의업	늘푸른동물병원	동물병원
6347	유사의료업	김선숙쑥좌훈방	유사의료업기타
6348	병원	송도외과	내과/외과
6349	병원	효곡배치과의원	치과의원
6350	병원	연세민내과	내과/외과
6351	병원	안산치과의사회	치과의원
6352	유사의료업	오케타니모유육아상담실	유사의료업기타
6353	병원	모태마취통증의학과	신경외과
6354	병원	동민치과	치과의원
6355	병원	청담I성형외과의원	정형/성형외과
6356	병원	노블산부인과	산부인과
6357	약국/한약방	경신약국	약국
6358	병원	리엔뉴클리닉	피부과
6359	병원	해비치소아과	소아과
6360	병원	동민치과	치과의원
6361	약국/한약방	한일온누리약국	약국
6362	병원	묘향산한의원	한의원
6363	병원	시원한마취통증의학과	기타병원
6364	약국/한약방	메디팜건우약국	약국
6365	병원	스마트통증의학과	기타병원
6366	약국/한약방	옵티마약국	약국
6367	병원	경희정한의원	한의원
6368	유사의료업	척추교정센타	척추교정치료
6369	약국/한약방	양지온누리약국	약국
6370	약국/한약방	신원온누리약국	약국
6371	유사의료업	한국자세교정원	척추교정치료
6372	병원	최창필내과	내과/외과
6373	약국/한약방	안마산온누리약국	약국
6374	병원	허준한의원	한의원
6375	유사의료업	웰206척추체형교정의원	척추교정치료
6376	병원	L3클리닉	일반병원
6377	수의업	제이엘동물병원	동물병원
6378	유사의료업	연세언어발달센터	언어치료
6379	병원	튼튼소아청소년과의원	소아과
6380	병원	보임치과	치과의원
6381	유사의료업	약사여래원	유사의료업기타
6382	병원	화리한의원	한의원
6383	병원	천화당	한의원
6384	병원	UIC아름다운치과	치과의원
6385	병원	성모가정의학과의원	내과/외과
6386	의료관련서비스업	친정맘	산후조리원
6387	병원	서울삼성안과	안과의원
6388	병원	정민소아과	소아과
6389	병원	크리스마스성형외과	정형/성형외과
6390	약국/한약방	동인당한약국	한약방
6391	병원	윤석희내과의원	내과/외과
6392	약국/한약방	광제약국	약국
6393	약국/한약방	광진백화점약국	약국
6394	병원	자생한방병원	한방병원
6395	약국/한약방	서현약국	약국
6396	병원	이은산부인과여성의원	산부인과
6397	병원	러스크병원	일반병원
6398	병원	중경한의원	한의원
6399	병원	성모eyes센터	안과의원
6400	병원	모&블레스모발이식	기타병원
6401	약국/한약방	우성약국	약국
6402	유사의료업	조엉식재활사	유사의료업기타
6403	병원	대흥치과	치과의원
6404	병원	근남한의원	한의원
6405	병원	안마통증클리닉	기타병원
6406	약국/한약방	원약국	약국
6407	병원	명주치과	치과병원
6408	병원	소아과	소아과
6409	병원	박치과의원	치과의원
6410	병원	하얀미소치과	치과의원
6411	병원	신현태성형	정형/성형외과
6412	병원	추나바로한의원	한의원
6413	병원	박내과의원	내과/외과
6414	유사의료업	체형척추운동원	척추교정치료
6415	병원	보라심미치과	치과병원
6416	의료관련서비스업	산모피아	산후조리원
6417	병원	피엠티근혈수기	일반병원
6418	유사의료업	헌혈의집	혈액원
6419	병원	소담한의원	한의원
6420	수의업	동물병원별관	동물병원
6421	병원	디테일성형외과	정형/성형외과
6422	병원	코아이비인후과	이비인후과의원
6423	병원	에스탑성형클리닉	정형/성형외과
6424	유사의료업	밸런스운동	유사의료업기타
6425	병원	장한의원	한의원
6426	병원	현대가정의학과	일반병원
6427	병원	오이비인후과	이비인후과의원
6428	약국/한약방	대호약국	약국
6429	병원	누가이빈인후과	일반병원
6430	병원	거창한의원	한의원
6431	병원	소중한이치과	치과의원
6432	병원	아이랑소아청소년과	소아과
6433	약국/한약방	하나로약국	약국
6434	병원	원정형외과물리치료실	정형/성형외과
6435	약국/한약방	대우당약국	약국
6436	약국/한약방	서원탕제원	탕제원
6437	병원	한여성의원	산부인과
6438	병원	나비에스피부과	피부과
6439	병원	구혜진소아과	소아과
6440	수의업	well동물병원	동물병원
6441	병원	"그린비뇨기과,피부과"	비뇨기과
6442	약국/한약방	천수당한약국	한약방
6443	약국/한약방	희망약국	약국
6444	유사의료업	늘푸른	언어치료
6445	의료관련서비스업	모태산후조리원	산후조리원
6446	병원	경희차한의원	한의원
6447	약국/한약방	보건당한약방	한약방
6448	병원	연세오케이정형외과	정형/성형외과
6449	병원	류마내과	내과/외과
6450	유사의료업	월캐어특수발달재활센터	유사의료업기타
6451	병원	서울탑내과부설인공신장실	내과/외과
6452	병원	메디포유	기타병원
6453	병원	김숙경산부인과	산부인과
6454	약국/한약방	유명약국	약국
6455	병원	연세탑클리닉	기타병원
6456	병원	항도외과	일반병원
6457	병원	라라산부인과	산부인과
6458	병원	메어리벳클리닉	일반병원
6459	유사의료업	이안건강관리	유사의료업기타
6460	약국/한약방	밸런스약국	약국
6461	병원	모델라인여성의원성형외과피부과	정형/성형외과
6462	병원	백향초한의원	한의원
6463	병원	경희한의원	한의원
6464	약국/한약방	희망약국	약국
6465	병원	미소아로마	소아과
6466	병원	오아시스의원	일반병원
6467	유사의료업	행복한맞춤운동치유센터	척추교정치료
6468	병원	주내과	내과/외과
6469	약국/한약방	신광한약방	한약방
6470	병원	연세조은	신경외과
6471	병원	코엑스제치과	치과의원
6472	수의업	페츠비동물메디컬센터	동물병원
6473	병원	타임덴탈클리닉	치과의원
6474	수의업	펫가든	동물병원
6475	병원	오내과	내과/외과
6476	병원	성모클리닉	기타병원
6477	약국/한약방	건강한다나약국	약국
6478	병원	명성한의원	한의원
6479	병원	CF성형외과	정형/성형외과
6480	수의업	동물병원	동물병원
6481	병원	연세치과	치과의원
6482	병원	고른이치과	치과병원
6483	약국/한약방	건강프라자약국	약국
6484	유사의료업	명승원	유사의료업기타
6485	병원	수완병원피부과	피부과
6486	병원	RUBY성형외과	정형/성형외과
6487	약국/한약방	은혜약국	약국
6488	병원	휴먼한의원	한의원
6489	병원	성모이비인후과	이비인후과의원
6490	병원	굿닥터이빈후과	이비인후과의원
6491	병원	드림케어주간보호센터	노인/치매병원
6492	약국/한약방	경희한약국	약국
6493	병원	양앤유피부과	피부과
6494	병원	한마음안과	안과의원
6495	병원	유광사불임연구소	산부인과
6496	병원	페이지성형외과	정형/성형외과
6497	병원	생빛한의원	한의원
6498	병원	고운미소한의원	한의원
6499	병원	연세소아과	소아과
6500	약국/한약방	365종로약국	약국
6501	병원	파란치과의원	치과의원
6502	병원	제니스비뇨기과	비뇨기과
6503	병원	성모치과	치과의원
6504	병원	연세치과	치과병원
6505	병원	운정곰돌이소아청소년과	소아과
6506	병원	유디치과	치과병원
6507	병원	김기택내과소아과	소아과
6508	병원	교정전문치과	치과병원
6509	약국/한약방	우원약국	약국
6510	병원	드림치과의원	치과의원
6511	병원	박앤박내과외과	내과/외과
6512	병원	서울스마트치과	치과의원
6513	병원	상생한의원	한의원
6514	유사의료업	고려수지침	유사의료업기타
6515	병원	어진치과	치과의원
6516	병원	나눔성모안과	안과의원
6517	유사의료업	명호척추교정원	척추교정치료
6518	병원	소아트	소아과
6519	병원	기찬통증의학과	기타병원
6520	병원	김상도내과의원	내과/외과
6521	병원	김우선통증의학과	기타병원
6522	유사의료업	모유사랑	유사의료업기타
6523	병원	서울중앙의원	내과/외과
6524	병원	청소년정신과	신경외과
6525	병원	이범한자유미한의원	한의원
6526	약국/한약방	선재약국	약국
6527	유사의료업	약손약발척추교정원	척추교정치료
6528	유사의료업	물리치료센터	유사의료업기타
6529	의료관련서비스업	모아맘	산후조리원
6530	병원	서진치과	치과의원
6531	병원	미소한의원	한의원
6532	약국/한약방	삼일메디칼	약국
6533	병원	라임피부과비뇨기과	비뇨기과
6534	병원	위장튼튼내과	내과/외과
6535	약국/한약방	혜민중탕	탕제원
6536	약국/한약방	화신약국	약국
6537	병원	삼성메디칼의원	일반병원
6538	병원	중문미담치과	치과병원
6539	약국/한약방	금호프라자약국	약국
6540	병원	동연예인치과	치과병원
6541	병원	정인당한의원	한의원
6542	병원	윤정신건강의학과	일반병원
6543	병원	나산부인과	산부인과
6544	약국/한약방	베스트약국	약국
6545	수의업	현대동물병원	동물병원
6546	병원	예림	이비인후과의원
6547	병원	서울드림치과	치과의원
6548	병원	명의원안과	안과의원
6549	병원	리앤아이산부인과	산부인과
6550	유사의료업	지엔에이덴탈랩	치과기공소
6551	병원	나눔내과	내과/외과
6552	병원	희망연세이비인후과	이비인후과의원
6553	병원	노룬산	피부과
6554	약국/한약방	속편한약국	약국
6555	병원	예사랑신경정신과	신경외과
6556	수의업	양계전문동물병원	동물병원
6557	병원	컬럼비아치과병원	치과병원
6558	약국/한약방	부영약국	약국
6559	병원	열린한의원	한의원
6560	약국/한약방	그린팜약국	약국
6561	병원	미아름다움의원	정형/성형외과
6562	병원	수클리닉	일반병원
6563	약국/한약방	내서흑염소	탕제원
6564	약국/한약방	힘찬약국	약국
6565	병원	탑연합비뇨기과&피부과	비뇨기과
6566	유사의료업	어울림아동발달연구소	언어치료
6567	병원	둔산성모통증의학과	일반병원
6568	병원	임소아청소년과	소아과
6569	병원	이바르게교정치과	치과의원
6570	약국/한약방	동창약국	약국
6571	병원	모재성모발이식	기타병원
6572	약국/한약방	한결약국	약국
6573	병원	이원당한의원	한의원
6574	병원	김호중안과이비인후과	이비인후과의원
6575	약국/한약방	연세약국	약국
6576	병원	참바른정형외과	정형/성형외과
6577	병원	메이플성형외과	피부과
6578	약국/한약방	캐슬프라자약국	약국
6579	병원	마음재활클리닉	기타병원
6580	수의업	정다운동물병원	동물병원
6581	병원	연세내과	내과/외과
6582	병원	노룬산	한의원
6583	병원	연세본신경외과	신경외과
6584	병원	Dr윤뷰티플클리닉	피부과
6585	병원	미래아동병원	소아과
6586	병원	M&M소아과	소아과
6587	병원	신농씨한의원	한의원
6588	병원	송내해밀청소년과	소아과
6589	약국/한약방	용약국	약국
6590	병원	이동규성형외과	정형/성형외과
6591	병원	서울바른치과	치과병원
6592	약국/한약방	햇빛가득약국	약국
6593	병원	닥터스	정형/성형외과
6594	병원	제중당한의원	한의원
6595	병원	시민한의원	한의원
6596	유사의료업	체형교정원	척추교정치료
6597	유사의료업	미안모	유사의료업기타
6598	병원	김흥준신경과내과	내과/외과
6599	병원	찬치과	치과의원
6600	병원	센텀아시아치과	치과병원
6601	병원	미고운클리닉	정형/성형외과
6602	약국/한약방	동민약국	약국
6603	병원	장유요양병원	노인/치매병원
6604	유사의료업	편안한척추	접골원
6605	약국/한약방	유영약국	약국
6606	병원	아나파의원	정형/성형외과
6607	유사의료업	OPT운동센터	유사의료업기타
6608	약국/한약방	정다운약국	약국
6609	병원	인천사랑한의원	한의원
6610	병원	클라인치과	치과의원
6611	병원	산타마리24의원응급실	기타병원
6612	병원	박용관내과	내과/외과
6613	병원	영화한의원	한의원
6614	병원	4ever피부성형외과	피부과
6615	수의업	서울동물메디컬센터	동물병원
6616	병원	김영주피부관리실	피부과
6617	수의업	홍가축병원	동물병원
6618	병원	해동내과의원	내과/외과
6619	약국/한약방	수정약국	약국
6620	유사의료업	SOS응급이송센터	응급구조대
6621	약국/한약방	신우당	한약방
6622	병원	명안과	안과의원
6623	의료관련서비스업	엄마품산후도우미	산후조리원
6624	병원	바른이	치과병원
6625	병원	남악현대의원	일반병원
6626	병원	서울미플러스치과	치과의원
6627	병원	엘피부과	피부과
6628	병원	메세나치과	치과의원
6629	병원	튼튼소아청소년과의원	소아과
6630	약국/한약방	온누리약국	약국
6631	수의업	동부종합동물병원	동물병원
6632	병원	PH프라임의원	내과/외과
6633	병원	오로라성형외과	정형/성형외과
6634	약국/한약방	유일약국	약국
6635	병원	현한의원	한의원
6636	약국/한약방	건강온누리약국	약국
6637	약국/한약방	옵티마약국	약국
6638	병원	이루미성형와과	정형/성형외과
6639	병원	엘치과	치과의원
6640	약국/한약방	중앙약방	약국
6641	병원	유스타나인피부과	피부과
6642	병원	청담루미앤	정형/성형외과
6643	병원	녹십자랩셀	일반병원
6644	병원	원종메디의원	내과/외과
6645	병원	지방공사공주의료원	종합병원
6646	유사의료업	쑥뜸체험방	유사의료업기타
6647	병원	한솔이빈후과	일반병원
6648	병원	정석원치과	비뇨기과
6649	유사의료업	iam아동발달센터	언어치료
6650	병원	행복한경희한의원	한의원
6651	병원	해맑은소아과	소아과
6652	병원	김대성행복한내과	내과/외과
6653	병원	온누리좋은요양병원	노인/치매병원
6654	병원	가지런이치과	치과의원
6655	병원	기찬신경통증클리닉	신경외과
6656	약국/한약방	솔약국	약국
6657	약국/한약방	큰사랑약국	약국
6658	약국/한약방	비타민약국	약국
6659	병원	소리와향기가있는이비인후과	일반병원
6660	병원	임성균피부과	비뇨기과
6661	약국/한약방	민약국	약국
6662	병원	경희대주한의원	한의원
6663	유사의료업	고려척추교정원	척추교정치료
6664	유사의료업	카이로프래틱	척추교정치료
6665	병원	신봉연세치과	치과병원
6666	병원	내과	내과/외과
6667	병원	압구정라온성형외과	정형/성형외과
6668	유사의료업	제일카이로프락틱	유사의료업기타
6669	병원	이어담한의윤	한의원
6670	병원	권안과	안과의원
6671	병원	백양통증의학과	일반병원
6672	병원	마디튼튼	기타병원
6673	유사의료업	CEO스피치리더쉽	언어치료
6674	유사의료업	뉴욕기공소	치과기공소
6675	병원	기린로전주안과	안과의원
6676	병원	권내과	내과/외과
6677	약국/한약방	행신약국	약국
6678	약국/한약방	신생온누리약국	약국
6679	병원	해강내과	내과/외과
6680	병원	혜성한의원	한의원
6681	유사의료업	힐링쑥뜸원	유사의료업기타
6682	병원	마산홈플러스0319아이한의원	한의원
6683	약국/한약방	둔산한솔약국	약국
6684	수의업	주주동물병원	동물병원
6685	병원	실로암한의원	한의원
6686	유사의료업	지수자세교육원	척추교정치료
6687	병원	코스메디의원	일반병원
6688	병원	기쁨정원	치과의원
6689	수의업	강쥐사랑	동물병원
6690	약국/한약방	종로약국	약국
6691	병원	김세겸비뇨기과.피부과	비뇨기과
6692	병원	중앙의원	정형/성형외과
6693	약국/한약방	이수약국	약국
6694	병원	베데스다병원	종합병원
6695	병원	삼성의원	일반병원
6696	병원	김미정치과	치과병원
6697	병원	마리아병원	일반병원
6698	병원	연세이빈후과	이비인후과의원
6699	병원	장석태내과	내과/외과
6700	병원	경희봉한의원	한의원
6701	유사의료업	강남요양보호사교육원	유사의료업기타
6702	병원	스마일치과	치과의원
6703	유사의료업	TB센터	척추교정치료
6704	유사의료업	수정기공클리닉	유사의료업기타
6705	병원	김재룡성형외과	정형/성형외과
6706	병원	김포쥬니어치과	치과의원
6707	병원	경일한의원	한의원
6708	병원	스마트치과	치과병원
6709	유사의료업	예인치과기공소	치과기공소
6710	병원	예인부부한의원	한의원
6711	약국/한약방	온누리종로약국	약국
6712	병원	양가정한의원	한의원
6713	약국/한약방	온누리약국	약국
6714	유사의료업	고려수지침	침구원
6715	병원	한성치과	치과병원
6716	병원	이화엠앤소아청소년과의원	소아과
6717	병원	정상득이비인후과	일반병원
6718	병원	연제한의원	한의원
6719	병원	이의원	소아과
6720	유사의료업	미래아동발달센타	언어치료
6721	약국/한약방	한림약국	약국
6722	병원	이홍석내과의원	내과/외과
6723	병원	라온힐제일요양병원	노인/치매병원
6724	병원	기린한의원	한의원
6725	병원	연세이비인후과	일반병원
6726	병원	정성원신경정형외과	정형/성형외과
6727	병원	희망병원	일반병원
